path,ContentDescription,QualityPerspective,Keyword,dmos
jpeg/img37.bmp,A small old sailboat is tied in turquoise water near a weathered wooden pier.,"The image has clear details of a sailboat, a weathered pier, and turquoise water.",sailboat,63.77800813801863
jpeg/img38.bmp,"Several sailboats with numbered sails travel across wavy water, carrying people.","The image has clear text on sails, distinguishable people, and detailed water waves.",Sailboats,31.940080757371334
jpeg/img39.bmp,Women in colorful dresses dance on a white stage decorated with festive Cinco de Mayo banners.,"The image has clear details, vivid colors, and distinct festive elements.",Celebration,54.04967815819876
jpeg/img40.bmp,A vintage gray and yellow airplane with black - and - white wings sits on grass.,"The image shows the airplane with clear details, visible colors, and distinct markings.",Airplane,28.328278947726663
jpeg/img41.bmp,Women in vibrant traditional dresses perform on a white stage with festive Cinco de Mayo decorations.,"The image has high clarity, vivid colors, and clear details of the festive performance scene.",CincoDeMayo,60.57822644571531
jpeg/img43.bmp,The image shows colorful historic buildings with varied facades and tiled roofs along a street.,"The image has clear details, vivid colors, and distinct architectural features.",Buildings,47.79653010779907
jpeg/img44.bmp,"The image shows a white lighthouse, white houses, a white fence, a red lifebuoy, and green grass under a cloudy sky.","The image has clear details, natural colors, and visible textures of the lighthouse, buildings, and fence.",lighthouse,45.67871473908527
jpeg/img45.bmp,"A bronze statue of a man sits on a wooden bench holding a book, with two books beside him, against a brick wall with green plants.","The image has clear details, natural colors, and distinctly shows the bronze statue, wooden bench, brick wall, and green plants.",statue,43.26832513569606
jpeg/img46.bmp,"The image shows a cemetery with a black fence, signs, a brick pillar, tombstones, green grass, and bare trees.","The image has clear details, legible text on signs, distinct objects (brick pillar, fence, tombstones) and natural colors (green grass, brown brick, gray stone, bare trees).",Cemetery,69.45204261392958
jpeg/img47.bmp,A small sailboat is tied near an old rusty pier in turquoise water.,"The image has a small sailboat, an old rusty pier, and turquoise water with clear details and vivid colors.",Sailboat,52.68258889470214
jpeg/img49.bmp,"The image depicts a small stone fountain with calm water, surrounded by green plants and colorful flowers.","The image has clear details, vivid colors, and distinct water reflections.",Fountain,41.94637326127812
jpeg/img50.bmp,A red barn stands near a calm pond with green grass and trees around it.,"The image has clear reflections, natural colors, and visible details of the red barn, pond, grass, and trees.",barn,58.66222271567119
jpeg/img51.bmp,"A red barn reflects in a calm pond, with green grass, trees, and a cloudy sky around it.","The image has a red barn, a reflective pond, green grass, trees, and a cloudy sky with visible details and natural colors.",barn,39.51151909245588
jpeg/img53.bmp,"A bronze statue of a man sits on a wooden bench, reads a book, and has another book beside him, with a brick wall and green plants behind.","The image has clear details, natural colors, and well - defined elements including the statue, bench, books, and background.",statue,26.530641359588333
jpeg/img55.bmp,"The image shows a black fence with signs, a red brick post, and gray tombstones in a green cemetery.","The image has clear text on signs, distinct brickwork, and visible tombstones in a green cemetery.",cemetery,42.18685408278848
jpeg/img56.bmp,"The image shows a decorated house with a red roof, green trees, and flower pots in front.","The image has clear details, vivid colors, and distinct textures of the house and surroundings.",House,41.43384300393491
jpeg/img57.bmp,"The image depicts a white lighthouse, white houses, a white picket fence, a red lifebuoy, and a coin - operated binocular on a grassy area under a cloudy sky.","The image has clear details, vivid colors, and distinct elements including a lighthouse, white buildings, a picket fence, and a coin - operated binocular.",lighthouse,17.90242445870529
jpeg/img58.bmp,"A woman in a dark dress and long pearl necklace poses against a rusty metal sculpture in a grassy, leafy area.","The image has clear details, natural colors, and depicts a woman, a rusty sculpture, and green foliage.",Woman,26.8204323957816
jpeg/img59.bmp,"A bronze statue of a man sits on a wooden bench, reads a book, with two books beside him, near a brick wall and green plants.","The image has clear details, vivid colors, and distinct textures of the statue, bench, brick wall, and plants.",statue,42.49899725388679
jpeg/img60.bmp,"The image shows a red-and-white building with green shrubs, a cobblestone path, and tall trees.","The image has clear text, vivid greenery, and detailed landscaping.",Building,50.91458216680612
jpeg/img61.bmp,Women in colorful traditional dresses dance on a white stage decorated with festive Cinco de Mayo flags.,"The image has high clarity, vivid colors, and clear details of dancers, stage, and festive decorations.",CincoDeMayo,25.77050586046477
jpeg/img62.bmp,"The image shows a red-accented building with iron gates, surrounded by green plants, white flowers, and tall leafy trees, with a stone pathway.","The image has clear details, vivid green/red colors, and distinct black-and-white plant/architectural elements.",building,66.06308108895072
jpeg/img63.bmp,"Five colorful hats (yellow, orange, green, pink, blue) hang on a wooden wall under a partly cloudy sky.","The image has vivid colors, clear text on hats, and distinct shadows.",Hats,40.20037531558981
jpeg/img64.bmp,"The image shows a white lighthouse, red - roofed houses, and rocky cliffs by blue ocean under a clear sky.","The image has high clarity, vivid colors, and clear details of the lighthouse, houses, and rocky coast.",lighthouse,21.91503732540344
jpeg/img65.bmp,A woman in a long black dress and white pearl necklaces stands beside a large brown rock and metal structure in a grassy area.,"The image has clear details, natural colors, and distinct elements of the woman, rock, and metal structure.",Woman,56.16757692494108
jpeg/img67.bmp,People sail colorful sailboats on wavy water under a cloudy sky.,"The image has clear details, vivid colors, and shows sailboats with colorful sails on wavy water.",Sailboats,34.36752098639735
jpeg/img69.bmp,"The image shows a tall white lighthouse, red - roofed houses, and rocky shoreline by blue ocean.","The image has clear details, vivid colors, and distinct textures of the lighthouse, houses, rocks, and water.",lighthouse,52.89066029707622
jpeg/img70.bmp,"A figure with white skin, a golden leafy crown, and white draped cloth holds a golden textured sphere.","The image has clear details, white and golden colors, and visible textures.",statue,19.56748371978346
jpeg/img71.bmp,"A small, white sailboat labeled ""ZENTIME"" floats on calm, turquoise ocean water near a tree-lined shore.","The image shows a sailboat with legible text, vivid turquoise water, and distinct tree-lined shore details.",Sailboat,31.074071335136956
jpeg/img72.bmp,"Two colorful parrots (one red, one with yellow, blue, green feathers) stand against a blurred green background.","The image has vivid colors, clear feather details, and a blurred green background.",Parrots,27.80481229444364
jpeg/img73.bmp,"The image shows a stone fountain with stacked rocks, murky water, and colorful surrounding flowers and green leaves.","The image has clear details of the stone fountain, reflective water, and vibrant surrounding foliage and flowers.",fountain,44.56841486707733
jpeg/img74.bmp,"The image shows a highway with cars, colorful flowers, and city buildings.","The image has clear details, vivid colors, and distinct urban and floral elements.",Landscape,23.473046983979117
jpeg/img75.bmp,"The image depicts a large red barn, a small red building, a calm pond, green trees, and tall grass under a cloudy sky.","The image has a reflective pond, a vivid red barn, lush green grass, and detailed tree branches.",barn,54.700999698833805
jpeg/img77.bmp,Several motocross riders on colorful dirt bikes wait at a starting line.,"The image shows motocross riders on dirt bikes with clear details, vivid colors, and sharp outlines.",Motocross,56.02031619077877
jpeg/img78.bmp,"The image shows a cemetery gate with a black fence, brick pillar, signs, and a tombstone near bare trees and green grass.","The image has clear details, legible text, and distinct objects including the fence, pillar, and tombstone.",Cemetery,69.18511018899825
jpeg/img79.bmp,"The image shows a cityscape with a paved road, green grass, colorful flowers, and tall buildings under a bright sky.","The image has a detailed foreground of green grass and colorful flowers, a clear road, and distinct city buildings under a bright sky.",Cityscape,80.88636722069373
jpeg/img80.bmp,Two brown stuffed dogs and three orange stuffed bears hang on a metal grid with a decorative sign.,"The image has clear details, vivid colors, and distinct textures of stuffed animals and the metal grid.",plush,65.92309095733728
jpeg/img81.bmp,Several motocross riders with colorful helmets sit on various dirt bikes.,"The image has clear details of motocross riders, colorful helmets, and dirt bikes with visible textures.",Motocross,49.05615490510982
jpeg/img83.bmp,Sailboats with numbered sails and people sail on wavy water.,"The image has clear details, legible numbers on sails, and distinguishable figures.",Sailboats,39.12654755471596
jpeg/img84.bmp,The image shows colorful traditional European buildings with sloped roofs and white - framed windows.,"The image has clear details, vivid colors and distinct architectural features.",Buildings,51.01535769470311
jpeg/img85.bmp,A rapid river flows through a lush green valley with dense trees and snow - capped mountains.,"The image has a rapid river, lush greenery, and snow - capped mountains with clear details and vivid natural colors.",River,63.64900697984106
jpeg/img86.bmp,"The image shows a tall white lighthouse, small white buildings, a white picket fence, a red lifebuoy, and a grassy area beneath a cloudy sky.","The image has a tall white lighthouse, small white buildings, a white picket fence, a red lifebuoy, and a grassy area with a cloudy sky, displaying clear details and distinct colors.",lighthouse,48.6708014019305
jpeg/img89.bmp,"A woman with blonde hair wears a red hat, a red scarf, and a black-and-white necklace against a pink curtain.","The image has clear details, vivid colors, and distinct textures.",Woman,44.31871652762005
jpeg/img90.bmp,The image depicts colorful traditional buildings with decorative facades and sloped roofs.,"The image has clear architectural details, vivid color contrasts, and distinct structural outlines.",Buildings,48.20131912049039
jpeg/img91.bmp,"The image shows a colorful house with artistic murals, green trees, and a trimmed hedge.","The image has clear details, vivid colors, and distinct architectural elements.",House,73.58912301389574
jpeg/img92.bmp,"A person sits on a wooden platform by calm water beneath a large bridge, with fishing rods nearby.","The image has clear details, natural colors, and visible textures of the wooden platform, water, and bridge.",Fishing,52.7238085826388
jpeg/img93.bmp,A person sits on a wooden dock by a rippled river with a concrete bridge in the background.,"The image has clear details, natural colors, and visible elements like the bridge, dock, person, and rippled river.",River,59.76883361021454
jpeg/img94.bmp,A colorful butterfly rests on small pink flowers.,"The image has vivid colors, clear details of the butterfly and the flowers.",Butterfly,29.62778181176077
jpeg/img96.bmp,A colorful monarch butterfly rests on delicate pink flowers.,"The image has vivid colors, clear details of the butterfly, and a blurred background.",Butterfly,22.21876534984031
jpeg/img97.bmp,"The image shows a white lighthouse, red - roofed houses, and rocky cliffs by the blue ocean under a partly cloudy sky.","The image has clear details, vivid colors, and distinct elements of the lighthouse, buildings, rocky cliffs, and blue ocean.",Lighthouse,23.35933215064756
jpeg/img98.bmp,"The calm water fronts a small island with tall green palm trees, under a blue sky with fluffy white clouds.","The image has calm water, a palm - tree - topped island, and a cloudy blue sky, with clear details and natural colors.",island,33.17487452965549
jpeg/img99.bmp,Several colorful sailboats race on the calm water.,"The image has clear details, vivid colors, and smooth water texture.",Sailboats,48.44187431552397
jpeg/img100.bmp,"The image shows a lush green landscape with a flowing river, dense forests, and snow - capped mountains.","The image has vivid colors, clear details, and a distinct natural scene.",landscape,75.27899604270353
jpeg/img101.bmp,A stone fountain with water and a small object sits among green plants and colorful flowers.,"The image has clear details, vivid colors, and a distinct stone fountain.",Fountain,26.45959904623459
jpeg/img102.bmp,A small boat with “ZENTIME” text floats in calm turquoise water near a tree - lined shore.,"The image has clear details, vivid turquoise water, and a well - defined boat with legible text.",Boat,29.55677719914686
jpeg/img103.bmp,Two colorful parrots stand against a blurred green background.,"The image has vivid colors, clear parrot details, and a blurred background.",Parrots,45.39754888512183
jpeg/img104.bmp,The image displays two brown stuffed dog toys and three orange stuffed bear toys hanging on a metal rack with a decorative sign.,"The image has high clarity, vivid colors, and clear details of the stuffed toys and metal rack.",Toys,65.70767925324277
jpeg/img105.bmp,"Five colorful hats (yellow, orange, green, pink, blue) hang on a wooden board beneath a partly cloudy sky.","The image has vivid colors, clear shadows, and legible text on the hats with a detailed sky backdrop.",Hats,42.874483145017024
jpeg/img106.bmp,"A small white sailboat labeled ""ZENTIME"" floats in calm turquoise ocean water near a green shore.","The image has clear details, vivid turquoise water, and a distinct sailboat with legible text.",Sailboat,21.61691919301396
jpeg/img107.bmp,"A woman with blonde hair and blue eyes wears a red hat, a red scarf, and a black - and - white necklace against a pink curtain.","The image has high clarity, vivid colors and clear details.",Woman,37.18731870129031
jpeg/img108.bmp,Several sailboats with numbered white sails carry people sailing on wavy water.,"The image has clear sail numbers, distinct human figures, and visible water waves.",Sailboats,56.20055376716059
jpeg/img110.bmp,A group of people in red life jackets paddle a yellow raft through turbulent whitewater.,"The image shows a group of people in red life jackets paddling a yellow raft through choppy water with clear details, vivid colors, and visible rocks.",Rafting,46.98621621162363
jpeg/img111.bmp,Several sailboats with colorful sails carry people on the water.,"The image shows sailboats with clear details, vivid sail colors, and visible water ripples.",Sailboats,44.80579447008242
jpeg/img116.bmp,A woman in a dark dress and white necklaces poses near a rusty metal sculpture in a grassy area.,"The image shows a woman in a dark dress with white necklaces, a rusty metal sculpture, green foliage, and grassy ground.",Woman,25.296969611743133
jpeg/img117.bmp,"The image shows a cemetery gate with a brick pillar, black fence, signs, tombstones, and bare trees.","The image has clear text, distinct colors, and visible details of the gate, signs, tombstones, and trees.",Cemetery,28.52528489057023
jpeg/img119.bmp,Women in colorful traditional dresses dance on a white stage decorated for Cinco de Mayo.,"The image has clear details, vivid colors, and distinct festive decorations.",CincoDeMayo,34.14049053294782
jpeg/img120.bmp,"The image shows a large red barn, a small red house, a calm pond, and green trees under a cloudy sky.","The image has a red barn, a reflective pond, green trees, a small house, and a cloudy sky with clear reflections.",Barn,23.20315084865464
jpeg/img121.bmp,A small sailboat named ZENTIME floats on turquoise water near a tree - lined shore.,"The image has clear details, turquoise water and a tree - lined shore visible.",Boat,38.88609401355043
jpeg/img124.bmp,Several colorful sailboats with numbered sails float on gray water.,"The image has vivid colored sails, gray - toned water, and clear boat details with visible numbering.",Sailboats,60.08253117197884
jpeg/img126.bmp,Colorful hats hang on a gray wall.,"The image has vivid colors, clear shapes and distinct shadows.",hats,60.06953720169663
jpeg/img127.bmp,"A masked man sits on a wooden bench holding a book, with a hat and colored marks, surrounded by trees and grass.","The image shows a masked man on a bench, with visible details of the bench, trees, colored marks, and yellow spots.",Man,59.24963651950959
jpeg/img128.bmp,"The image shows a cemetery gate with signs, a brick post, and tombstones in a grassy, tree-lined area.","The image has high clarity, visible details of the gate, signs, and tombstones, and natural colors.",cemetery,41.49997147178339
jpeg/img129.bmp,"A stone fountain with stacked stones holds water, surrounded by green plants and colorful flowers.","The image has a stone fountain, clear water, vivid green foliage, and distinct colorful flowers.",fountain,52.84704264933621
jpeg/img130.bmp,"A white - painted person holds a golden sphere, wears a golden crown and white drapery.","The image depicts a white - painted person holding a golden sphere, with clear details and distinct colors.",statue,22.436113966625584
jpeg/img131.bmp,"The image depicts a tall white lighthouse, a small yellow house, a white picket fence, and green grass beneath a cloudy gray sky.","The image has visible structures, distinct colors, and a textured appearance.",Lighthouse,59.07206937353145
jpeg/img132.bmp,"The image depicts a stately columned building, a grand domed building, green trees, city streets, and a bright blue sky with clouds.","The image has clear details, vivid colors, and sharp views of the architectural structures, trees, and urban landscape.",Capitol,22.645234717415967
jpeg/img134.bmp,"The image shows a busy highway with cars, vibrant wildflowers in the foreground, and tall city buildings in the background.","The image has sharp details, vivid colors, and a clear view of the highway, wildflowers, and city buildings.",Cityscape,51.03826640654864
jpeg/img135.bmp,"A person in light clothing and a hat sits on a bucket on a wooden dock, fishing by a river with a bridge, cars, and ducks, under a partly cloudy sky.","The image has clear details, natural colors, and visible elements like a person, dock, river, bridge, and sky.",Fishing,21.368637366413928
jpeg/img137.bmp,A rushing river flows past rocky banks and lush greenery toward snow - capped mountains.,"The image has clear details, vivid greenery, and distinct snow - capped mountains.",River,21.345826222120397
jpeg/img138.bmp,"A woman wears a red hat, a beaded necklace, and smiles in front of a striped backdrop.","The image has a stylized color palette with red and gray tones, clear details of a hat, necklace, and striped background.",Woman,61.19507964387755
jpeg/img141.bmp,"The image shows a white lighthouse, red - roofed houses, and rocky shore by the blue ocean under a partly cloudy sky.","The image has high clarity, vivid colors, and clear details of a lighthouse, houses, rocky shore, and ocean.",Lighthouse,23.75290581914092
jpeg/img143.bmp,"The calm ocean stretches toward a small island with green palm trees, under a blue sky with white clouds.","The image has clear details of the ocean, distinct palm trees, and well - defined clouds, with natural color tones.",island,20.05966586015515
jpeg/img144.bmp,Several sailboats with colorful sails carry people on rippled water.,"The image has high clarity, vivid colors, and clear details of sailboats with people on rippled water.",Sailboats,21.425352466359897
jpeg/img145.bmp,A sailboat with numbered sails moves on the water.,"The image displays a sailboat with visible text, colored areas, and gray tones.",Sailboat,63.81598196499471
jpeg/img146.bmp,A group of people in red life vests paddle a yellow raft on turbulent whitewater.,"The image has high clarity, vivid colors, and clear details of the rafting scene.",Rafting,29.24891486344765
jpeg/img147.bmp,"The image depicts a red house with a light roof, green trees, and its reflection in water.","The image has stylized colors, visible details of a house, trees, and a water reflection.",House,64.17863284396779
jpeg/img148.bmp,A person sits on a dock by a calm river with a large bridge in the background.,"The image depicts a person, a dock, a river, and a bridge with visible details and some purple patches.",Fishing,60.59906715887066
jpeg/img149.bmp,Two colorful parrots stand against a blurred green background.,"The image shows two parrots with clear details, vivid colors, and a blurred green background.",Parrots,46.86060607831901
jpeg/img150.bmp,A woman in a dark dress and long pearl necklaces poses beside a rusty metal sculpture outdoors.,"The image has clear details, natural colors, and distinct textures of the woman and the sculpture.",Woman,30.069815195136
jpeg/img151.bmp,"A large red barn, small red structures, green trees, tall grass, and a calm pond reflecting them lie beneath a gray sky.","The image has clear reflections, vivid colors, and distinct details of the barn, buildings, trees, and pond.",Barn,21.024488372894925
jpeg/img152.bmp,"The image shows a colorful, mural - decorated house with a red roof, green shutters, and flower pots, surrounded by green trees and mountains.","The image has clear details, vivid colors, and distinct elements of the house’s murals, architecture, and natural surroundings.",house,42.76036029631906
jpeg/img154.bmp,"A woman wears a red hat, a beaded necklace, and a dress against a striped background.","The image has distinct color tones, visible facial features, and a striped background.",Woman,62.67484278906548
jpeg/img156.bmp,The image shows a calm ocean with a small island of green palm trees under a blue sky with white clouds.,"The image has a calm water surface, a distinct island with palm trees, and a sky with well - defined white clouds.",Island,45.01820142211406
jpeg/img157.bmp,"The image shows several colorful, traditional buildings with varied facades and roofs, set against a hilly, tree-lined background.","The image has clear details, vivid colors, and distinct architectural features of the buildings and landscape.",Buildings,22.915712075825788
jpeg/img159.bmp,The image shows bright colorful hats hanging on a gray wall.,"The image has vibrant colors, visible hat details, and a gray background.",Hats,59.85684396834845
jpeg/img160.bmp,The image shows a red house near green trees and a reflective water body.,"The image has distinct colors, visible shapes, and noticeable reflections.",House,61.71514178336066
jpeg/img161.bmp,"The image shows a tall white lighthouse, a small yellow house, a white picket fence, green grass, and a gray cloudy sky.","The image has a tall lighthouse, a small house, a white fence, green grass, and a gray sky with sharp edges and vibrant colors.",lighthouse,59.3594312419867
jpeg/img162.bmp,"The image shows several colorful, historic buildings with varied architectural details.","The image has clear details, vibrant colors, and distinct building facades.",Buildings,58.27189658802589
jpeg/img163.bmp,"The image shows several colorful historic buildings standing in a row against a hilly, tree - dotted backdrop.","The image has clear details, vivid colors, and distinct architectural features of the buildings.",Buildings,30.40910849956548
jpeg/img164.bmp,"The image depicts a gray landscape with yellow clouds, green vegetation, and a dark foreground.","The image has pixelated details, distinct color blocks, and a stylized landscape appearance.",Landscape,67.82709016093094
jpeg/img165.bmp,A colorful vintage airplane with a yellow nose and black - white striped wings stands on a grassy field with other aircraft.,"The image has clear details, vivid colors, and distinguishable text on the airplane.",airplane,44.48057974318524
jpeg/img166.bmp,A small sailboat with colorful details rests near a dark dock on greenish water.,"The image shows a small sailboat, a dark dock, and greenish water with distinct colors and visible details.",Boat,61.350283375020645
jpeg/img167.bmp,"A woman in a black dress and white necklaces stands near a brown rock and a dark sculpture in a green, grassy area.","The image has clear details, natural colors, and distinct elements including the woman’s dress, the textured rock, and the green outdoor surroundings.",Woman,52.792812754832575
jpeg/img168.bmp,"A woman wears a red hat, a beaded necklace, and smiles against a pink curtain.","The image has clear details, vivid colors, and sharp focus on the woman.",Woman,22.04930214641378
jpeg/img170.bmp,A colorful monarch butterfly rests on delicate pink flowers.,The image has a detailed butterfly with distinct wing patterns and soft pink floral details.,Butterfly,56.26720450161192
jpeg/img171.bmp,"The image shows a red-and-white building with signs, green shrubs, white foliage, and a wet walkway beneath leafy trees.","The image has clear details, vivid greenery, distinct building colors, and a visible wet walkway.",Building,25.73298177190513
jpeg/img174.bmp,"A person in a hat sits on a white bucket on a wooden dock by a wide river, with a concrete bridge and cars in the background.","The image has clear details of the dock, river, bridge, person, and a partly cloudy sky.",Fishing,25.92338626222032
jpeg/img175.bmp,A small sailboat named ZENTO floats on calm green water near a tree - lined shore.,"The image shows a sailboat with legible text, calm rippled water and a distant tree - covered shore.",Boat,49.98714110290032
jpeg/img176.bmp,The image shows two brown stuffed dogs and three yellow stuffed bears hanging on a metal rack.,"The image has clear details, vivid colors, and distinct stuffed toys.",Toys,59.197872403677
jpeg/img177.bmp,Several sailboats with colorful sails lie on a gray sea under a cloudy sky.,"The image displays sailboats with colorful sails, a gray sea, and a cloudy sky with distinct color accents.",Sailboats,59.21107877285364
jpeg/img178.bmp,A colorful butterfly rests on delicate pink flowers.,"The image has clear details, vivid colors, and a softly blurred background.",Butterfly,28.60678393478814
jpeg/img180.bmp,A masked man sits on a wooden bench with a hat and colored spots in a park - like setting.,"The image has visible details of the bench, figure, and background, with monochrome tones and scattered colored marks.",Bench,59.802873955570725
jpeg/img181.bmp,"The image shows a white lighthouse, red - roofed houses, and rocky green shore by the ocean under a blue sky.","The image has a lighthouse, houses, rocky shore, ocean, with clear details, distinct colors, and visible elements.",lighthouse,53.56131790395872
jpeg/img183.bmp,Several motorcyclists wearing helmets ride colorful motorcycles in a row.,"The image has clear details of motorcyclists, vividly colored motorcycles, and distinct helmets.",Motorcyclists,56.82089940310144
jpeg/img184.bmp,"The image shows a stone fountain with stacked stones, water, colorful fish, and green plants.","The image has visible details, distinct colors, and identifiable elements such as the stone fountain, fish, and plants.",fountain,60.2993891488666
jpeg/img185.bmp,"A rushing river flows through a rocky, green valley with snow - capped mountains in the distance.","The image has clear details, natural colors and distinct elements of the river, vegetation and mountains.",Landscape,29.73877290381936
jpeg/img186.bmp,"The image depicts a white pergola stage with people in colorful clothes, bright flags, and black speakers on a green lawn.","The image has clear details, vibrant colors, and distinguishable elements including the pergola, people, and flags.",Stage,58.7879445095596
jpeg/img187.bmp,"The image shows a white pergola stage with people in colorful garments, flags, and banners, on a grassy lawn with parked cars in the background.","The image has clear details, vivid colors, and distinguishable elements like the pergola, garments, and banners.",Festival,59.859053210954166
jpeg/img188.bmp,Several motorcyclists wear helmets and ride colorful dirt bikes in a row.,"The image has clear details of motorcyclists, vividly colored bike parts, and distinct wheel spokes.",Motorcyclists,55.940063916424
jpeg/img192.bmp,"The image shows a small building with a red sign, green trees, bushes, and a concrete pathway.","The image has legible text, distinct green foliage, and clear architectural details.",Welcome,60.59222184804797
jpeg/img194.bmp,"The image shows a calm ocean, a small island with palm trees, and a blue sky with white clouds.","The image has good clarity, natural colors, and distinct details of the water, island, and sky.",Island,33.161859024007995
jpeg/img195.bmp,"The image shows a white columned building with a dome and a larger ornate building behind it, under a blue sky with white clouds.","The image has distinguishable architectural details, varied color tones, and a detailed sky backdrop.",Buildings,62.49964418626532
jpeg/img196.bmp,Two colorful parrots stand against a green and gray background.,The image has two parrots with vibrant colors and a patterned background.,Parrots,59.998116443912735
jpeg/img197.bmp,A small sailboat rests near a dark dock on greenish water.,"The image has distinct colors, recognizable shapes and textured surfaces.",Sailboat,61.16381409284535
jpeg/img198.bmp,"The image shows a highway with cars, bright flowers in the foreground, and city buildings in the background.","The image has clear details, vivid colors, and sharp representation of the highway, flowers, and buildings.",Highway,25.005853431257847
jpeg/img199.bmp,People in red life jackets paddle a yellow raft through turbulent whitewater.,"The image has legible text, distinct figures, and dynamic water details.",Rafting,61.96685136723782
jpeg/img200.bmp,"A bronze statue of a man sits on a red wooden bench, holding a book, with a brick wall and green plants behind.","The image has high clarity, vivid colors, and clear details of a statue on a bench with a brick wall and plants.",statue,46.6921578408488
jpeg/img201.bmp,A gray vintage airplane with a yellow nose and black propeller rests on green grass.,"The image displays a vintage airplane with visible text, a yellow nose, black propeller, gray body, and green grass.",Airplane,58.63208187772543
jpeg/img203.bmp,Several motocross riders in colorful gear prepare on various dirt bikes at a dirt track.,"The image has clear details, vivid colors, and distinct textures of the bikes, riders, and track.",Motocross,30.3960122439865
jpeg/img204.bmp,"The image depicts several colorful, traditional buildings with distinct facades.","The image has varied colors, distinct building details, and visible text.",Buildings,59.01313652905887
jpeg/img205.bmp,"The image shows a small building with red signs, green bushes, and a pathway, surrounded by tall trees.","The image has high contrast, visible red signs, and clear details of the building, bushes, and trees.",Building,58.5077181327665
jpeg/img206.bmp,"Several sailboats with people sail on wavy water, their sails marked with numbers.","The image has clear details of sailboats, people, and water, with distinct sails and natural colors.",Sailboats,22.36077002995832
jpeg/img207.bmp,"Five colorful hats (yellow, orange, green, pink, blue) hang on a wall against a gray sky.","The image has vivid colors, clear shadows, and detailed textures of the wall and hats.",Hats,49.85666308799925
jpeg/img209.bmp,A colorful monarch butterfly rests on pink flowers.,"The image has vivid colors, distinct butterfly wing patterns, and soft pink floral details.",Butterfly,58.69876893685053
jpeg/img210.bmp,A small boat floats on calm water near a tree - lined shoreline.,"The image has muted colors, clear boat details and a distant tree - lined shoreline.",Boat,62.42299401695418
jpeg/img213.bmp,"The image shows a black metal fence with a white sign, a red brick pillar, and green trees in the background.","The image has a black fence, a white sign with legible text, a red pillar, and green surrounding elements.",Gate,57.24972197729394
jpeg/img214.bmp,A small white boat anchors near a rusted damaged pier in turquoise ocean water.,"The image has clear details of the boat, rusted pier, and turquoise water with vivid colors.",Boat,23.764227931406232
jpeg/img215.bmp,"The image shows a gray house with a colorful roof, green trees, and potted plants.","The image has a gray house, a colorful roof, green trees, and visible architectural details.",House,65.16467870739736
jpeg/img216.bmp,The image shows two brown stuffed dogs and three yellow stuffed bears hanging on a carnival game booth.,"The image has clear details, vivid colors, and distinct stuffed toys with a carnival game sign.",stuffedtoys,26.954088129242155
jpeg/img217.bmp,The image depicts a rocky river flowing through a lush green valley with forested mountains and a cloudy sky.,"The image presents visible details of a river, green foliage, rocky terrain, and distant snow - capped mountains.",Landscape,64.41510961861735
jpeg/img218.bmp,A woman in a light dress wears a green floral headpiece and holds a dark decorated object.,"The image displays grayscale tones, colorful highlights, and distinct details of a woman, her dress, headpiece, and held object.",Woman,60.40688876673067
jpeg/img220.bmp,A woman wears a long black dress and layered white necklaces while standing in a grassy outdoor area with trees and a rock.,"The image shows a woman in a black dress with white necklaces, standing in a grassy area with trees, with noticeable colors and clear details.",Woman,58.742827976591705
jpeg/img221.bmp,A woman with curly hair wears a light dress and holds a dark object with green and orange decorations.,"The image has grayscale tones, vivid colored accents, and discernible details of a woman and objects.",Woman,60.8675601581018
jpeg/img223.bmp,A sailboat with large gray sails moves on the water.,"The image has visible sail numbers, boat structure, and water details.",Sailboat,63.673955042979145
jpeg/img225.bmp,"The image shows a red-and-white building with a ""WEIGL"" sign, green bushes, a white bush, tall trees, and a wet pathway.","The image has clear details, vivid colors, and a well - defined scene.",Building,32.4893858610105
jpeg/img226.bmp,Motocross riders on colorful dirt bikes line up at a dirt starting line.,"The image has clear details, vivid colors, and a sharp view of motocross riders and bikes.",Motocross,25.44282492050957
jpeg/img228.bmp,"A decorative, mural-adorned house stands behind a wooden fence with potted flowers, near green trees and mountains.","The image displays a house with detailed murals, vivid colors, and clear natural and architectural details.",House,24.51332756997572
jpeg/img229.bmp,"The image shows a cityscape with a highway, vibrant flowers, and tall buildings.","The image has high clarity, vivid colors, and clear details of the highway, flowers, and buildings.",Cityscape,51.40118852850061
jpeg/img230.bmp,A stone fountain with stacked stones contains water with fish and is surrounded by green plants.,"The image shows a stone fountain with discernible water, fish, and green vegetation.",Fountain,59.50052273961641
jpeg/img231.bmp,"The image shows a white lighthouse, white buildings, a white picket fence, a red lifebuoy, and a binocular viewer on a grassy area beneath a partly cloudy sky.","The image has clear details, natural colors, and well - defined structures including the lighthouse, buildings, and fence.",lighthouse,22.89431644818016
jpeg/img232.bmp,"The image shows a tall white lighthouse, a red - roofed house, and green rocky shore near dark ocean waves.","The image has vivid color contrasts, clear object outlines, and detailed rock and water textures.",Lighthouse,60.55254514620187
jpeg/img233.bmp,Two colorful parrots stand against a blurred green and gray background.,"The image has pixelated texture, muted colors, and indistinct background details.",parrots,58.22680304007044
wn/img1.bmp,A colorful monarch butterfly rests on delicate pink flowers.,"The image has vivid colors, sharp details of the butterfly and flowers, and a softly blurred background.",Butterfly,28.449050613504284
