image,content1,content2,content3,mos_quality
glide_normal_282.jpg,A white waterfall flows over dark rocks.,"The image has dim lighting, visible water flow, and dark surrounding rocks.",Waterfall.,0.754308478
DALLE2_normal_278.jpg,A gray toy figure holds a large red axe.,"The image shows clear details, vibrant red color, and sharp focus.",Toy,2.03716536
glide_normal_114.jpg,Two donut-shaped pastries rest on a surface with red sauce.,"The image has soft focus, warm tones and visible textures of the pastries.",Pastries,1.448560438
glide_normal_183.jpg,The image shows glowing orange and yellow shapes on a black background.,The image has blurry warm-colored shapes against a dark background.,Embers,0.392090064
sd1.5_lowcorr_275.jpg,A multicolored dog smiles while raising a paw,The image has vivid colors and clear fur texture,Dog,3.374823956
glide_normal_065.jpg,The image shows a black silhouette of a cartoon character.,"The image has high contrast, clear silhouette edges and monochrome color scheme.",Silhouette,1.644270161
glide_normal_031.jpg,The image shows a stylized skull-like face with white outlines and blue eyes.,"The image has strong contrast, distinct white shapes, and visible blue eye details.",Skullface,1.328588457
xl2.2_normal_030.jpg,The image shows colorful fruits and green leaves.,"The image has vivid colors, distinct shapes and clear details.",Fruits,2.912021026
sd1.5_lowcorr_017.jpg,The image depicts a chaotic scene with many people struggling in muddy water and scattered debris.,"The image has detailed figures, earthy tones, and a crowded composition.",Chaos,2.80733647
midjourney_lowstep_047.jpg,A man dances on a stage with red lighting.,"The image has red illumination, dark curtains and a moving figure.",Dancer,2.896939758
glide_normal_255.jpg,The image shows a symmetric glowing red abstract pattern on a black background.,"The image has distinct glowing edges, deep contrast and vivid red hues.",Abstract,1.020469898
sd1.5_highcorr_045.jpg,Two Superman characters face each other with clenched fists.,"The image has vivid colors, clear outlines and distinct character features.",SupermanConfrontation,3.235341707
midjourney_normal_277.jpg,Two small figurines stand on a cracked path with tiny trees.,The image has clear foreground details and soft background blur.,Figurines,3.285220668
xl2.2_normal_025.jpg,Two men stand on dusty railway tracks beside rusty train cars in a dry desert.,"The image has clear details, vivid colors and sharp shadows.",Men,3.445007041
sd1.5_lowcorr_049.jpg,The painting depicts a seated individual with a blurred face.,"The artwork features soft brushwork, muted tones, and an indistinct face.",Portrait,1.463287163
sd1.5_highcorr_277.jpg,An orange female figurine and a dark male figurine stand facing each other on a textured gray surface.,"The image shows clear shadows, distinct figurines, and a textured gray background.",Figurines,2.478101113
midjourney_normal_272.jpg,The image shows two identical portraits of a woman with a facial scar.,"The image has warm lighting, distinct facial features, and smooth texture.",Portrait,3.598832173
DALLE2_normal_236.jpg,A man with blonde hair and blue eyes looks at the viewer.,"The image has clear facial details, natural lighting, and visible background objects.",Man.,3.715984722
sd1.5_lowstep_122.jpg,"A mythical creature has red horns, multiple arms, and a fierce expression.","The image shows clear details, bright colors, and sharp outlines.",Demon,2.842135098
sd1.5_highcorr_103.jpg,The painting depicts an orange rock and a blue background.,The painting has vivid orange and blue colors and visible brushstrokes.,rock,1.590623463
sd1.5_lowcorr_156.jpg,Several people gather in a dim room with furniture and various items.,"The image displays clear details of figures and objects, distinct shadow patterns.",Gathering,2.792237956
sd1.5_lowcorr_138.jpg,The image depicts a calm lake with trees and a glowing sky.,"The image has soft colors, smooth textures, and a tranquil composition.",Landscape,3.757702826
AttnGAN_normal_271.jpg,The image displays distorted metallic objects with symbols.,"The image has distorted shapes, blurred details, and varied colors.",Distortions,0.712778692
xl2.2_normal_084.jpg,A white toy sheep has a fluffy body and black hooves.,"The image has clear texture details of the toy sheep, distinct white and black colors, and sharp focus.",Sheep,3.679751519
sd1.5_lowcorr_102.jpg,The pencil drawing depicts a large elk with prominent antlers next to textured tree trunks.,"The drawing has detailed textures, clear lines, and distinct shapes of the elk and surrounding trees.",elk,2.761602188
xl2.2_normal_150.jpg,A white-haired warrior holds a long sword.,"The image has clear lines, solid colors and distinct details.",Warrior,3.317504837
sd1.5_highcorr_130.jpg,A young woman with long blonde hair smiles happily.,"The image has clear details, vivid colors and sharp focus.",Woman,3.359890074
AttnGAN_normal_261.jpg,The image shows blurred abstract shapes with dark and warm colors.,"The image has low clarity, indistinct details, and blended colors.",Abstract,0.865931916
sd1.5_normal_262.jpg,The image shows a woman wearing a vintage hat.,"The image has sepia tones, soft focus, and a plain background.",Portrait,2.538526609
DALLE2_normal_254.jpg,A woman with long colorful hair stands against a starry cosmic background.,"The image has vivid colors, clear facial details, and a dynamic cosmic backdrop.",CosmicPortrait,3.387959109
sd1.5_normal_293.jpg,A robot holds a small device in its hand.,"The image has sharp details, metallic colors and warm accents.",Robot,3.374329815
sd1.5_normal_134.jpg,The image shows a pink mechanical structure with metal components.,"The image has clear details, vibrant pink color, and distinct mechanical parts.",mechanical,3.150815738
sd1.5_lowcorr_043.jpg,A green and brown frog wears a green cap.,"The image has distinct colors, clear outlines, and visible brush strokes.",Frog,1.76550155
sd1.5_normal_005.jpg,The image shows a green dragon with orange claws and black text on a beige card.,"The image has vivid colors, clear illustration details and readable text sections.",Dragon,2.61389334
DALLE2_normal_287.jpg,A lizard shows its blue frill and open mouth.,"The image has vivid colors, clear textures, and sharp details of the lizard.",lizard,2.762534827
glide_normal_072.jpg,A snake has a dark body and a yellowish head area.,The image shows a snake with distinct dark and yellowish colors.,Snake,0.693938742
midjourney_normal_120.jpg,A cartoon boy holds a baseball bat.,"The image displays smooth lines, vibrant colors and sharp edges.",CartoonBoy,3.002885562
sd1.5_lowcorr_287.jpg,"The creature has spiky head protrusions, yellow eyes, and scaly skin.",The image shows clear details of the creature's face and distinct textures.,creature,2.610261314
sd1.5_normal_155.jpg,A colorful auto-rickshaw carries a driver on a tree-lined street.,"The image shows clear subjects, vivid colors, and visible background details.",Auto-rickshaw,3.062007692
midjourney_lowstep_198.jpg,A robotic arm stands next to bright flames in a long room.,"The image has soft focus, warm flame hues, and a distinct robotic arm.",Automation,1.299273321
midjourney_lowstep_176.jpg,A man with a curly mustache wears a pink bow tie.,"The image has clear facial details, warm colors and smooth textures.",Portrait,2.314518391
sd1.5_lowstep_015.jpg,A cheerful Santa Claus adjusts his glasses against a blue snowy background.,"The image has vivid colors, clear details and bright lighting.",Santa,2.926078447
sd1.5_lowcorr_068.jpg,The painting shows swirling colors and circular forms.,"The image has vibrant hues, distinct patterns, and varied textures.",Abstract,1.48681785
sd1.5_lowcorr_176.jpg,The image shows a pink cartoon character with four eyes.,"The image has distinct colors, clear outlines and visible details.",Character,1.554713964
glide_normal_277.jpg,The Eiffel Tower appears as a dark silhouette against a blue sky.,"The image has a dark silhouette, a smooth blue background, and noticeable structural details of the tower.",Eiffel,1.385522531
sd1.5_highcorr_260.jpg,A robotic Mickey Mouse figure has a red outfit and black ears.,"The image features clear details, bright colors and distinct textures.",MickeyRobot,3.174782711
midjourney_normal_176.jpg,The painting depicts a mouse's face with vibrant colors.,"The painting has visible brushstrokes, distinct color patches, and clear facial features.",Mouse.,3.191415092
sd1.5_highcorr_154.jpg,The poodle faces the camera with fluffy hair.,The image shows clear details of the poodle's fur and eyes.,poodle,3.673754131
sd1.5_lowstep_272.jpg,The image shows two side-by-side portraits of a girl with red hair.,"The image has warm yellow lighting, soft textures, and distinct facial details.",Portraits,3.416483075
glide_normal_264.jpg,The image features a glowing eye-shaped object inside a dark arched structure with colorful highlights.,"The image has dark backgrounds, glowing central elements, and distinct arched shapes.",Eye,0.863588083
midjourney_lowstep_134.jpg,"The image displays a blurry, swirling combination of purple and brown forms.","The image features blurry outlines, soft textures, and muted tones.",abstract,1.212161793
DALLE2_normal_056.jpg,Snow covers cut logs and small green plants.,The image displays clear details of snow-covered logs and green plants.,Snowlogs,3.124885569
sd1.5_normal_167.jpg,Two women adjust controls on a mixing console.,The image has clear details of the mixing console and the women.,AudioMixing,2.888789697
sd1.5_lowcorr_028.jpg,The image shows a solid maroon background.,The image has consistent color and smooth surface.,Maroon,0.577009925
sd1.5_normal_220.jpg,A blue ornament with a tree design sits on a white heart-shaped stone.,The image shows clear details of the blue ornament and white heart-shaped stone.,Ornament,2.363781612
DALLE2_normal_210.jpg,A large brown creature faces a small humanoid figure.,"The image has distinct outlines, warm colors, and clear character details.",Encounter,2.568394371
DALLE2_normal_226.jpg,The image shows a glossy metallic heart with blue glowing lines.,"The image has sharp details, vivid blue highlights, and smooth metallic surfaces.",Heart,2.825502717
sd1.5_highcorr_029.jpg,A brown stream holds a white pipe in a green forest.,"The image has clear details, natural colors and distinct features.",Stream,3.307841757
xl2.2_normal_144.jpg,A woman wears a white dress and a starfish-shaped necklace against a green background.,The image has clear details of the woman's attire and a blurred natural background with soft lighting.,Woman,4.106196029
DALLE2_normal_258.jpg,A black helmet rests among white flowers and green grass.,The image displays distinct details of the helmet and bright flowers in the grass.,Helmet,2.931575646
sd1.5_normal_029.jpg,The image shows a mossy forest with a small stream.,"The image has lush green moss, clear water, and moss-covered tree trunks.",Moss.,2.974361596
midjourney_normal_279.jpg,A decorative table holds a floral vase in a garden.,The image shows a clear view of a decorative table with detailed patterns and vibrant plants.,GardenDecor,3.636963354
xl2.2_normal_211.jpg,A woman in a coat looks at a wall,"The image has soft lighting, clear facial features and distinct clothing details",Woman,3.502054974
sd1.5_lowstep_241.jpg,The image shows blurry gray patches.,The image displays indistinct shapes and muted gray tones.,Blur,0.143533905
midjourney_lowstep_219.jpg,A man wears a dark robe with a circular emblem.,"The image has soft lighting, clear facial details, and a warm background glow.",Priest,3.25960126
sd1.5_normal_207.jpg,A farmer harvests wheat in a field.,"The image has warm colors, clear details of the farmer and wheat.",Harvest,2.505259558
midjourney_lowstep_135.jpg,The image shows multiple green trees with different shapes.,"The image has soft edges, muted green tones, and distinct tree forms.",Trees,1.989267001
xl2.2_normal_100.jpg,A girl stands among pink flowers with bees flying around her.,"The image has vivid colors, clear character details, and distinct flower outlines.",Girl,3.135881857
AttnGAN_normal_010.jpg,The image shows a distorted scene with various objects.,"The image has low clarity, distorted forms, and muted colors.",Distortion.,1.311956077
xl2.2_normal_156.jpg,Men sit at a wooden table and drink beverages.,"The image has vivid colors, detailed characters, and a cozy ambiance.",Tavern,3.214375205
DALLE2_normal_131.jpg,Two fluffy baby pandas sit side by side.,"The image has clear details, soft fur textures, and natural colors.",Pandas,3.387959109
AttnGAN_normal_237.jpg,The image shows blurred brownish shapes against a light background.,"The image has soft focus, muted colors, and indistinct details.",Abstract,0.678279008
DALLE2_normal_198.jpg,Robotic arms manipulate metal boxes on an industrial conveyor.,"The image has soft focus, cool tones, and visible mechanical components.",Automation,2.478101113
glide_normal_088.jpg,A blue figure stands beside a yellow and black shoe.,"The image shows vibrant colors, distinct shapes, and visible outlines.",Shoe,1.086342024
AttnGAN_normal_216.jpg,A light cloth covers a person's hand and arm.,The image shows soft colors and blurred details.,cloth,0.803407893
sd1.5_normal_130.jpg,A young woman smiles with her hands under her chin.,"The image shows clear facial details, soft colors and natural lighting.",Smile.,3.360750593
xl2.2_normal_113.jpg,The image features vibrant swirling color patterns.,"The image has vivid colors, smooth gradients, and distinct flowing shapes.",Abstract.,2.586734895
xl2.2_normal_137.jpg,"A woman sits on snowy ground wearing a green bikini, white fur cape, and goggles.","The image shows clear details, vivid colors, and distinct textures.",Woman,3.074988427
sd1.5_lowstep_019.jpg,A blurry person wears a light-colored shirt.,"The image has low clarity, indistinct details, and muted colors.",Person,0.298444431
sd1.5_lowcorr_010.jpg,A woman shows her face with heavy eye makeup.,"The image has sharp details, strong contrast, and clear textures.",Face,2.897434093
sd1.5_normal_237.jpg,A woman in a green dress lies on a brown surface.,The image has vivid colors and clear details of the woman's attire.,Woman,2.213514948
xl2.2_normal_167.jpg,Two young women wear white headphones and play a black keyboard.,"The image has high clarity, vivid colors and clear details.",Musicians,3.578018157
DALLE2_normal_195.jpg,A pink-haired female character in purple armor holds a large futuristic weapon.,"The image has bold purple colors, clear character outlines, and distinct weapon details.",Warrior,2.4902984
midjourney_lowstep_100.jpg,"A girl walks on a path in a garden with yellow flowers, green trees, a small house and flying butterflies.","The image has soft focus, warm colors and blurred details.",Garden,1.295323696
sd1.5_highcorr_119.jpg,A nude woman stands in a stone room holding a spear and a dagger.,"The image has clear details, warm colors, and distinct textures.",Warrior,2.746169865
sd1.5_lowstep_210.jpg,A man in an orange suit and an astronaut in a striped suit touch hands.,"The cartoon image has vivid colors, clear lines and distinct character designs.",Handshake,2.315150439
xl2.2_normal_179.jpg,The image captures a split scene of above-water sky with clouds and below-water area with wavy brown formations.,"The image has vivid colors, distinct details of water waves and underwater structures, and a clear split view.",Seascape,3.017147546
AttnGAN_normal_014.jpg,A person stands in a bathroom.,"The image has low clarity, soft focus and indistinct details.",Person,0.919776796
sd1.5_lowstep_174.jpg,A golden skateboard rests on a dark gray background.,"The image has clear details, vivid colors, and sharp edges.",Skateboard,3.184190337
sd1.5_lowstep_075.jpg,A purple octopus swims in a blue watery environment.,"The image has vivid colors, clear outlines, and distinct tentacle details.",Octopus.,2.695368677
sd1.5_lowstep_102.jpg,A brown deer with large antlers stands in a misty green forest.,"The image has vivid colors, clear details and a soft misty atmosphere.",Deer,3.361858495
sd1.5_lowcorr_057.jpg,A man in glasses adjusts another man's collar as a woman stands between them.,The black-and-white image shows visible facial expressions and clothing details.,Adjustment,2.765509892
sd1.5_highcorr_298.jpg,A hooded person has intricate black-and-white face art and bright green eyes.,"The image displays sharp details, contrasting monochrome patterns, and vivid green eyes.",Figure,3.421003889
glide_normal_121.jpg,A green fuzzy stuffed animal holds a yellow object.,"The image has visible texture of the stuffed animal, distinct green color, and bright background.",Greenplush,1.511544645
midjourney_lowstep_024.jpg,A goddess-like woman with a golden halo raises her hands.,"The image has soft hues, detailed golden headdress, and smooth textures.",Goddess,2.886258786
glide_normal_288.jpg,The image displays blurred red and orange areas.,The image has indistinct shapes and warm color tones.,Blur,0.058364586
AttnGAN_normal_021.jpg,The image depicts blurry water and a distant boat.,"The image has blurry outlines, muted colors, and indistinct details.",Waterscape,1.448560438
midjourney_lowstep_033.jpg,Three musicians play instruments in a room.,"The image has motion blur, three musicians and musical instruments.",Performance,2.165179579
midjourney_lowstep_206.jpg,Blurry dark figures stand in a bright room.,"The image has blurry outlines, soft focus and muted colors.",Blur,0.892112049
midjourney_lowstep_295.jpg,"A large hourglass stands between two small groups of human silhouettes in a warm, hazy area.","The image has warm color tones, soft edges, a distinct hourglass shape, and blurred human figures.",Time,2.419055559
AttnGAN_normal_029.jpg,The image shows a red central area surrounded by green and blue abstract forms.,"The image has varied colors, textured surfaces, and distinct abstract elements.",abstract,0.747278376
midjourney_normal_096.jpg,A masked person holds creamy peanut butter near two jars.,"The image has clear details, distinct colors, and visible bottom text.",Peanutbutter,2.603550033
xl2.2_normal_010.jpg,A woman with green eyes looks directly at the viewer.,"The image has clear facial details, natural skin tones, and soft lighting.",Portrait,3.931077949
sd1.5_lowcorr_188.jpg,The image shows a bald woman’s face and neck against a plain brown background.,"The image has soft colors, smooth skin textures, and distinct facial features.",Portrait,1.702229262
xl2.2_normal_192.jpg,The image displays a circular garden with a blue central fountain.,"The image has high clarity, vivid colors and distinct details.",Garden,3.679751519
sd1.5_lowcorr_248.jpg,The image shows a blurred brown background with faint light patches.,"The image has a uniform brown tone, indistinct details, and soft light variations.",Blur,0.100536848
sd1.5_normal_097.jpg,A caricature of Trump holds a red umbrella and a black hat in the rain.,"The image has distinct lines, vivid colors, and clear character details.",Caricature,2.646335983
sd1.5_lowstep_290.jpg,A woman with long brown hair wears a colorful decorative object on her forehead.,"The image has soft background blur, warm color tones, and a distinct decorative object.",AdornedWoman,2.161765422
sd1.5_lowcorr_004.jpg,A black mannequin wears a blue and red armored chest piece with shoulder pads.,"The image has vivid colors, clear armor details, and sharp edges of the metal parts.",Armor,2.309898917
DALLE2_normal_207.jpg,A farmer works in a colorful field.,"The image has bright colors, textured details, and clear subject.",Farming,2.899057018
sd1.5_normal_040.jpg,A robot touches a keyboard and blocks.,"The image has clear details, distinct colors and sharp edges.",Robot,3.688435461
midjourney_lowstep_013.jpg,The image shows blurry shapes with muted colors.,"The image has blurry details, soft edges, and muted colors.",blurry,0.862881799
midjourney_normal_230.jpg,"A woman has long colorful hair, a small dragon on her head, and scale tattoos.","The image has soft bokeh effects, vibrant colors, and intricate details.",Fantasy,3.442225929
glide_normal_060.jpg,The image shows black lines forming geometric shapes on a white background.,The image has clear black lines and distinct white spaces.,Geometric,1.063255848
sd1.5_highcorr_241.jpg,The moon's surface has many craters.,The image shows distinct craters and a textured lunar surface.,Moon,3.34717137
sd1.5_lowstep_136.jpg,A blurry man wears a dark suit and a bright red tie.,The image has a blurry appearance with distinct red and dark elements.,Businessman,1.14671176
midjourney_lowstep_220.jpg,A blue circular object features a golden tree.,The image displays a clear design with contrasting colors and visible details.,Tree,2.478101113
midjourney_lowstep_184.jpg,An ornate frame surrounds a golden helmet and a banner with text.,"The image has sharp details, rich metallic tones, and clear text.",Emblem,2.83450926
sd1.5_highcorr_134.jpg,The orchid displays purple and white petals with a yellow center.,"The image presents sharp details, vibrant colors and clear textures.",Orchid,2.96825071
xl2.2_normal_201.jpg,A rainbow-colored bear stands on a snowy landscape under a starry sky.,"The image has vibrant colors, clear outlines, and distinct background details.",RainbowBear,2.777468708
glide_normal_266.jpg,A hand holds a jar with a dark object and a yellowish substance inside.,The image shows a jar with visible contents held by a hand.,Jar,0.778016184
glide_normal_170.jpg,A red and black butterfly rests near a purple flower and green leaves.,"The image has dark background, visible red wings, purple flower, and green leaves.",Butterfly,1.492221516
DALLE2_normal_184.jpg,The image shows a robot drawing with text.,"The image has clear lines, distinct text, and a circular frame.",Robabot,2.248459435
glide_normal_007.jpg,A light-colored cat wears a black hat.,"The image has low clarity, muted colors and indistinct details.",Cat,0.821435934
midjourney_normal_069.jpg,A tabby cat wears a pink and blue spacesuit.,"The image has vivid colors, clear details, and a starry backdrop.",SpaceCat,3.856710319
sd1.5_highcorr_251.jpg,The illustration shows a brain with two circular objects inside.,"The image has bold lines, high contrast, and distinct forms.",Cognition,2.420513052
DALLE2_normal_023.jpg,A gorilla shows its face and chest.,The image has clear fur texture and visible facial features.,Gorilla,2.679260682
sd1.5_lowstep_217.jpg,The image shows a person's face with green eyes.,"The image has detailed facial features, green eyes, and a grayscale background.",face,3.800500414
midjourney_normal_143.jpg,A school of squids swims underwater.,"The image has clear squid shapes, vivid blue colors, and detailed textures.",Squids,2.903508628
DALLE2_normal_064.jpg,Cartoon characters play a board game around a table.,"The image has colorful illustrations, distinct characters and clear game elements.",Boardgame,2.545997226
midjourney_normal_137.jpg,A fluffy white owl has large yellow eyes and a pink beak.,The image has sharp details of the owl’s fluffy feathers and bright yellow eyes.,Owl,3.730246705
midjourney_lowstep_250.jpg,A mountain-shaped cake slice sits on a wooden surface.,"The image has soft focus, layered textures, and earthy tones.",MountainCake,1.904712856
midjourney_normal_237.jpg,A woman wears a bright green gown and lies with two green balloons behind her.,"The image has vivid green colors, clear fabric details, and distinct facial features.",GreenGown,3.60083465
AttnGAN_normal_248.jpg,The image shows several objects on a dark surface.,"The image has low clarity, dim colors and indistinct details.",objects,1.092275216
sd1.5_lowcorr_173.jpg,The picture shows a Japanese garden with a wooden building.,"The image has clear details, natural colors and distinct elements.",Garden,3.544604966
xl2.2_normal_078.jpg,The image shows a colorful quilted tree.,"The image has vivid colors, distinct textures, and clear patterns.",QuiltedTree,3.30238721
sd1.5_lowstep_230.jpg,"The blurry image shows soft, mixed colors.","The image has indistinct details, soft edges and blended hues.",Blur,0.367627845
midjourney_lowstep_240.jpg,A cyborg figure stares at the viewer with glowing eyes.,"The image has smooth metallic surfaces, glowing eyes, and a dark atmospheric background.",Cyborg,2.66201084
DALLE2_normal_296.jpg,A dark-furred wolf howls at a bright full moon.,"The image has soft ambient lighting, detailed fur textures, and a dark moody background.",wolfhowl,3.415067484
AttnGAN_normal_197.jpg,The image displays blurry shapes and a keyboard.,The image has indistinct details and dim colors.,blur,0.831522735
glide_normal_132.jpg,The image displays a white t-shirt with a dark collar.,The image shows clear details of the white t-shirt and its collar.,t-shirt,1.717163144
sd1.5_normal_200.jpg,The image shows a surreal landscape with colorful glowing rocks and a starry purple sky.,"The image has vivid colors, distinct textures, and clear glowing rock details.",Surrealscape,2.414476208
midjourney_normal_054.jpg,A fluffy white cat with green eyes faces the left direction.,"The image has clear fur textures, vivid green eyes, and a blurred background.",Cat,3.300254995
midjourney_normal_063.jpg,The small rustic house sits on rocky ground with green grass and a wooden wheel.,"The image has clear textures, soft lighting, and distinct details of the cabin.",Cabin,3.700231162
sd1.5_normal_222.jpg,A long road stretches through colorful terrain towards a bright light.,"The image has vivid colors, clear details and distinct light effects.",Road,3.136939761
midjourney_lowstep_116.jpg,A woman wears metallic armor.,The image shows clear facial details and reflective armor.,Warrior,2.757389397
AttnGAN_normal_130.jpg,The image shows a dark building facade with faint lights.,"The image has low brightness, blurry outlines, and indistinct details.",Building,0.195283431
DALLE2_normal_005.jpg,A dark dragon sculpture rests on the corner of an ornate roof against a blue sky.,The image has clear details of the dragon sculpture and a vivid blue background.,Dragon,3.430745058
xl2.2_normal_126.jpg,A man in a Santa outfit stares at the camera.,"The image shows sharp details, rich colors and clear facial features.",Santa,3.667148222
midjourney_lowstep_172.jpg,A wooden mouth-shaped object has sharp teeth and a red interior.,"The image displays distinct forms, warm colors, and visible texture on the object.",WoodenMouth,1.821700312
sd1.5_lowcorr_219.jpg,A woman in a nun’s habit faces the camera with a calm expression.,"The image displays clear facial details, a textured background, and smooth shading.",Nun,3.507253099
midjourney_lowstep_142.jpg,The passionflower has purple and green petals and a detailed central structure.,The image shows a passionflower with blurred green elements and vibrant purple petals.,Passionflower,2.777468708
glide_normal_019.jpg,A black and white cat touches a paper cup with its paw.,The image has low clarity and dim lighting.,cat,0.763754201
DALLE2_normal_161.jpg,A fluffy rabbit sits on a light surface.,The image shows a rabbit with soft fur and distinct facial features.,Rabbit,2.956675282
sd1.5_lowstep_084.jpg,A sheep made of green cauliflower stands against a brown background.,"The image has clear textures, vivid green colors, and distinct details.",CauliflowerSheep,3.507253099
glide_normal_139.jpg,The image shows a vibrant sky reflecting on a water surface.,"The image has intense colors, blurred details, and a dark foreground.",Sunset,1.006207915
sd1.5_highcorr_230.jpg,"A fantasy elf woman has long pink hair, bright blue eyes, and pointed yellow ears.","The image has vivid colors, smooth textures, and clear facial details.",Elf,2.776694622
DALLE2_normal_217.jpg,A metallic robot woman has glowing red eyes.,"The image has smooth metallic surfaces, bright red eyes, and distinct details.",Robot,3.537280489
xl2.2_normal_285.jpg,The image shows a female character with long hair and dark accessories.,"The image has bright colors, clear lines and distinct features.",character,2.996365552
midjourney_lowstep_199.jpg,"A young girl stands in a room wearing a long, light-colored dress.","The image has soft lighting, muted colors, and a blurred appearance.",Girl,2.558511788
AttnGAN_normal_266.jpg,The image shows abstract shapes with brown and white colors.,"The image has low clarity, blurred details, and distorted forms.",abstract,1.056441469
sd1.5_lowstep_187.jpg,A blurry individual wears a light shirt.,"The image has low clarity, soft edges, and warm tones.",Figure.,0.739960598
sd1.5_normal_126.jpg,The image shows a painted Santa Claus with a red hat and white beard.,"The painting has smooth brush strokes, vivid colors, and clear details of Santa.",Santa,1.931518323
sd1.5_highcorr_253.jpg,The image shows a detailed robotic torso with curved metallic pipes and small mechanical components.,"The image has clear details, distinct metallic textures, and balanced lighting.",RoboticTorso,3.44620302
sd1.5_lowstep_203.jpg,Tall gray concrete structures stand among green bushes and trees.,"The image has clear structural details, distinct texture contrasts, and natural outdoor lighting.",ConcreteStructures,2.293736737
glide_normal_064.jpg,The image shows colorful cartoon game items on a white background.,"The image has clear shapes, vibrant colors and noticeable details.",Gameassets,1.149675658
AttnGAN_normal_165.jpg,The image displays brown stone-like objects and vibrant green and blue crystals.,"The image has visible textures, clear shapes, and vivid colors.",Crystals,1.197015678
midjourney_lowstep_175.jpg,"The pale, wrinkled creature's head faces left.","The image has soft edges, muted colors, and a blurry appearance.",creature,2.052257794
sd1.5_highcorr_161.jpg,A cute fluffy rabbit sits on green grass.,"The image has clear details of the rabbit, bright green grass and soft tones.",Rabbit,3.438253731
midjourney_lowstep_218.jpg,A dark leather sofa sits under a triangular wall decor in a dimly lit room with a checkered floor.,"The image has soft warm lighting, visible furniture textures, and a distinct checkered floor pattern.",Lounge,3.407636041
midjourney_lowstep_140.jpg,Three small creatures sit at a table with mugs under a warm lantern.,"The image has warm lighting, soft colors, and clear depictions of small beings and mugs.",Gnomes,1.540771109
sd1.5_normal_044.jpg,A person wears shiny armor and holds a sword.,The image has clear armor details and visible sword features.,Knight,2.899057018
sd1.5_highcorr_214.jpg,"The image features a white bridge over a calm river, with lush trees and tall mountains in the background.","The image has vivid colors, clear details and soft lighting.",Landscape,3.92415533
sd1.5_normal_015.jpg,Santa Claus sits on a beige chair with a decorated Christmas tree in the background.,"The image has vivid red colors, clear textures of Santa’s costume and a softly blurred background.",Santa,2.675811291
DALLE2_normal_193.jpg,"The image displays an abstract, textured face.","The image has distinct textures, sharp contrasts and visible details.",face,3.474165563
sd1.5_normal_129.jpg,A young woman with blue eyes touches her cheek with her hand.,"The image has clear details, soft lighting and natural colors.",Portrait.,3.001476926
xl2.2_normal_224.jpg,A man and a woman embrace each other warmly.,"The image has vibrant colors, distinct brushstrokes, and clear character features.",Embrace,3.502432704
sd1.5_highcorr_157.jpg,A large round spaceship floats near a rocky planet in space.,"The image has sharp details, bright colors, and distinct outlines of celestial objects.",Spaceship,2.926078447
sd1.5_lowstep_149.jpg,A red and green monster figurine sits on a green base.,"The image has vivid colors, clear textures and visible details of the figurine.",MonsterFigurine,2.097882875
AttnGAN_normal_167.jpg,Black gloves hang near a metallic object on a wall.,The image displays clear outlines and different surface textures.,Gloves,1.337589887
midjourney_normal_093.jpg,A smiling man eats red soup at a red table.,"The image has clear details, vivid colors and sharp focus.",Soup,3.956504603
sd1.5_lowstep_008.jpg,Joe Biden wears a blue suit and a yellow-blue tie and smiles widely.,"The image presents clear facial features, vivid colors, and sharp clothing details.",Biden,2.598262134
sd1.5_normal_176.jpg,A pink cartoon animal shows a wide toothy grin.,"The image displays bright pink tones, distinct facial features, and a dark backdrop.",cartoon,1.627971309
midjourney_normal_174.jpg,The golden skateboard displays intricate patterns and a shiny wheel.,"The image has clear details of the golden skateboard, rich colors, and visible textures.",Goldenskateboard,3.576593619
sd1.5_highcorr_085.jpg,Three yellow Minions sit on a wooden bench in front of a shelf with bottles.,"The image has clear characters, vivid colors, and distinct background details.",Minions,3.150997182
DALLE2_normal_183.jpg,The image shows colorful mushroom-like shapes against a dark background.,"The image has warm colors, varied shapes, and a dark backdrop.",Mushrooms,1.785560751
DALLE2_normal_063.jpg,A stylized orange and brown building with a blue door sits on a yellow ground.,"The image has solid colors, clear shapes, and distinct outlines.",building,0.997965831
DALLE2_normal_148.jpg,A deer head wears a suit and tie.,"The painting shows warm tones, visible brushstrokes, and distinct subject details.",Deer-in-suit,2.869848764
sd1.5_highcorr_050.jpg,"The image features a dark circle with a white crescent moon, orange stars, and hills on a red background.","The image has distinct shapes, solid colors, and clear visual components.",Nightscape,2.632073999
glide_normal_050.jpg,The image shows a logo with golden elements inside a white circle.,"The image has distinct colors, clear shapes, and visible text.",Logo,1.154843415
xl2.2_normal_082.jpg,A male elf with long dark hair wears green armor and a silver chest ornament.,"The image has vivid colors, sharp outlines, and clear character details.",Elf,3.502054974
sd1.5_highcorr_104.jpg,The image shows a stylized frog with green eyes and patterned skin.,"The image has sharp outlines, textured surfaces and contrasting colors.",frog,2.852156791
glide_normal_236.jpg,The image displays dark regions and light sections.,The image has low brightness and unclear details.,Darkness,0.226073291
xl2.2_normal_056.jpg,A warm campfire sits beside a snowy river.,"The image has vivid fire hues, clear snow textures, and sharp tree outlines.",Wintercampfire,3.373697126
